Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk
23,male,1,rent,quite rich,little,3511,70,car,good
34,male,0,free,moderate,moderate,8040,12,radio/TV,good
68,female,3,own,moderate,little,16633,43,car,bad
67,male,1,rent,little,rich,14058,62,furniture,bad
55,female,2,own,moderate,little,11185,44,furniture,good
41,female,2,rent,little,little,13421,71,furniture,bad
68,female,3,rent,moderate,moderate,10141,51,furniture,good
27,male,1,own,little,little,18176,64,business,bad
73,female,1,rent,moderate,rich,13780,8,radio/TV,good
25,female,1,rent,little,nan,7919,10,radio/TV,good
38,female,1,rent,moderate,little,19981,9,business,good
73,female,1,own,quite rich,little,8859,32,car,good
23,female,3,rent,moderate,moderate,5789,54,radio/TV,good
38,male,2,own,little,moderate,11216,31,domestic appliances,good
74,female,1,rent,little,rich,1434,60,education,bad
56,male,1,own,nan,little,18682,66,domestic appliances,bad
41,female,0,own,quite rich,rich,5436,41,radio/TV,good
50,male,2,own,little,little,564,52,business,good
35,female,1,own,nan,moderate,7695,15,car,good
73,female,1,rent,little,little,14641,48,domestic appliances,bad
45,male,3,own,moderate,moderate,10878,48,car,good
74,male,1,rent,moderate,little,17226,8,furniture,good
69,female,2,free,little,little,7332,68,education,bad
49,male,1,rent,little,little,18371,38,education,bad
29,male,2,own,quite rich,rich,19956,38,car,good
65,female,1,own,little,moderate,980,34,car,good
59,female,1,own,moderate,moderate,13064,39,car,good
44,female,3,own,moderate,moderate,3942,43,vacation/others,good
27,female,2,rent,little,moderate,4469,43,business,good
63,female,1,own,rich,little,3392,64,education,good
74,male,1,free,little,little,10162,15,vacation/others,bad
69,female,0,own,little,moderate,3209,16,education,good
59,male,2,own,quite rich,little,8769,33,education,good
49,female,1,own,nan,little,6960,43,domestic appliances,good
59,female,2,rent,quite rich,moderate,5333,20,furniture,good
43,male,1,own,little,little,8896,25,car,good
42,female,1,own,nan,little,9597,59,education,good
28,male,2,rent,moderate,nan,18608,65,car,good
40,male,1,free,little,nan,8543,60,car,good
51,male,2,own,rich,little,6243,18,business,good
74,female,1,own,little,moderate,6964,57,business,good
69,female,1,own,moderate,little,17442,19,radio/TV,good
57,female,1,rent,nan,little,12475,27,car,good
40,female,0,rent,little,rich,1491,28,car,good
46,female,1,free,moderate,rich,7336,49,radio/TV,good
48,female,1,own,little,little,10857,58,business,bad
24,male,2,own,rich,little,10203,4,vacation/others,good
57,female,0,own,moderate,moderate,1642,53,radio/TV,good
50,female,1,rent,little,moderate,18820,53,car,bad
38,female,1,own,little,nan,5392,36,car,good
19,female,0,free,moderate,moderate,9530,31,car,good
35,male,0,own,quite rich,little,1983,35,radio/TV,good
64,male,1,own,moderate,little,8555,11,car,good
50,male,1,own,little,little,18538,47,radio/TV,bad
54,male,0,own,quite rich,little,2837,31,vacation/others,good
51,male,0,rent,little,little,9362,70,business,bad
37,female,2,own,rich,little,14842,10,business,good
52,male,2,own,little,little,16537,9,education,good
68,male,1,own,moderate,nan,17942,48,education,good
67,female,3,rent,little,little,9511,17,car,good
71,female,0,rent,moderate,rich,4997,48,business,bad
35,male,1,own,rich,little,4801,62,radio/TV,good
63,female,2,rent,quite rich,rich,7072,43,car,good
41,female,2,own,moderate,little,19918,49,vacation/others,good
25,male,3,rent,quite rich,little,4757,62,vacation/others,good
47,female,3,rent,moderate,little,17544,40,furniture,bad
61,male,0,own,little,little,2229,71,business,bad
70,male,3,rent,rich,little,17184,68,education,bad
27,female,3,own,moderate,moderate,3792,31,radio/TV,good
40,male,1,own,little,moderate,14409,44,car,good
69,male,3,own,little,rich,15057,18,radio/TV,bad
66,female,0,own,moderate,nan,10382,42,education,bad
28,female,2,rent,little,moderate,3431,69,vacation/others,good
19,female,1,own,rich,rich,7203,31,radio/TV,good
43,female,0,rent,quite rich,little,15050,34,business,bad
53,male,1,own,little,little,1608,15,repairs,good
50,female,1,own,little,little,3143,16,radio/TV,good
64,female,2,own,little,little,17549,6,business,bad
30,male,1,own,little,moderate,15193,66,radio/TV,bad
57,male,1,free,little,rich,3894,32,car,good
42,male,0,own,rich,little,16260,67,radio/TV,bad
21,male,2,own,moderate,little,793,69,car,good
59,female,2,free,little,little,13437,53,repairs,bad
36,female,2,own,little,little,15510,20,furniture,bad
35,male,2,own,rich,little,17278,59,radio/TV,bad
54,male,1,own,quite rich,little,13796,10,education,good
47,male,1,free,little,little,15429,39,radio/TV,bad
36,male,1,rent,little,rich,12320,43,car,bad
40,female,3,rent,nan,little,4082,4,vacation/others,good
71,male,2,rent,little,little,393,45,business,bad
33,female,1,rent,quite rich,nan,10981,39,car,good
18,male,1,rent,moderate,moderate,3546,42,furniture,good
29,female,1,own,quite rich,rich,1321,4,car,good
41,female,2,own,moderate,rich,11035,66,radio/TV,good
51,female,1,own,nan,little,6798,59,car,good
70,female,2,rent,rich,little,14136,34,furniture,good
74,male,1,rent,little,little,1802,4,radio/TV,bad
25,female,1,own,moderate,moderate,4586,44,car,good
35,male,2,own,little,little,11803,14,domestic appliances,good
74,female,1,own,nan,little,2220,9,furniture,good
65,female,3,rent,little,rich,10850,54,repairs,bad
22,male,0,own,little,little,6460,67,car,bad
43,male,1,rent,moderate,little,5123,23,business,good
47,female,1,own,moderate,little,1278,7,domestic appliances,good
71,female,2,rent,little,little,12514,42,vacation/others,bad
30,male,2,rent,moderate,little,13828,50,car,good
36,female,0,rent,rich,little,6128,25,furniture,good
46,male,1,own,moderate,nan,2631,45,business,good
20,male,1,rent,moderate,little,16769,38,radio/TV,bad
43,male,1,own,little,little,4864,28,business,good
57,female,1,free,little,little,19993,6,vacation/others,good
29,female,1,own,moderate,little,19983,54,business,good
19,male,1,own,moderate,little,12007,15,education,bad
28,male,1,rent,moderate,little,4051,17,radio/TV,good
61,male,0,own,moderate,rich,8726,43,radio/TV,good
45,male,1,rent,little,little,7640,35,business,good
35,female,0,own,moderate,nan,1974,53,car,good
30,male,1,own,little,rich,8818,71,domestic appliances,good
54,female,2,free,rich,moderate,302,32,business,good
39,male,0,free,little,rich,16961,34,education,bad
29,female,0,own,moderate,rich,10830,27,education,good
19,female,0,own,little,rich,888,14,car,bad
54,female,2,own,moderate,moderate,7535,33,vacation/others,good
24,female,0,own,moderate,nan,11695,22,furniture,bad
43,female,3,own,little,rich,4285,39,furniture,good
43,male,1,own,moderate,little,9350,9,vacation/others,good
41,male,1,rent,moderate,little,13471,5,car,good
29,female,0,own,rich,moderate,19205,22,vacation/others,good
33,male,1,rent,little,moderate,526,49,furniture,good
40,male,1,rent,quite rich,little,9503,43,car,good
57,male,1,rent,moderate,moderate,18451,21,radio/TV,good
26,male,1,own,little,little,12498,39,education,bad
49,male,1,rent,nan,moderate,6159,49,radio/TV,good
32,male,1,rent,little,little,17068,59,vacation/others,bad
54,male,1,rent,little,rich,17901,55,furniture,bad
30,female,1,own,little,moderate,9281,57,furniture,good
22,male,2,own,moderate,little,7966,59,car,good
28,male,1,rent,nan,little,7137,23,radio/TV,good
27,male,1,own,moderate,moderate,14836,4,repairs,good
69,female,1,free,rich,little,9807,26,furniture,good
30,female,0,own,nan,moderate,7238,41,car,good
58,male,1,own,moderate,nan,6302,23,furniture,good
70,female,1,own,moderate,little,4359,7,domestic appliances,good
63,female,0,own,little,little,14859,9,repairs,bad
67,male,3,own,moderate,little,14938,66,car,bad
32,female,1,rent,little,moderate,1408,4,business,good
59,male,1,rent,moderate,little,15555,66,car,good
73,female,2,own,rich,little,12503,57,domestic appliances,bad
24,male,0,rent,quite rich,little,17200,46,radio/TV,bad
57,female,2,own,moderate,moderate,16760,8,domestic appliances,good
45,male,1,own,rich,rich,11814,69,car,good
49,male,1,rent,quite rich,nan,6305,13,car,good
52,female,2,own,moderate,rich,18501,39,repairs,good
32,male,3,own,moderate,little,3933,38,business,good
65,male,2,rent,little,little,3480,48,car,bad
53,female,1,rent,moderate,nan,1808,26,domestic appliances,good
38,male,1,own,moderate,moderate,17372,65,domestic appliances,good
23,male,1,own,moderate,moderate,11112,50,radio/TV,bad
18,female,2,own,quite rich,little,328,19,car,good
21,male,0,own,little,little,10222,40,furniture,bad
28,female,1,rent,quite rich,moderate,3413,45,radio/TV,good
61,male,2,own,quite rich,rich,2437,38,car,good
43,female,2,own,nan,little,16900,43,domestic appliances,good
54,female,1,own,little,moderate,8670,19,business,good
40,male,2,own,little,little,1642,14,car,good
46,female,0,rent,quite rich,nan,15035,54,car,bad
38,male,0,own,moderate,nan,19238,53,furniture,bad
65,male,1,own,quite rich,little,5468,70,repairs,good
62,female,1,free,nan,little,11585,70,business,bad
62,male,2,own,little,little,12312,68,vacation/others,bad
66,male,2,own,moderate,little,17230,15,car,bad
44,female,1,rent,little,moderate,11430,10,vacation/others,good
56,male,2,own,rich,moderate,9170,46,radio/TV,good
57,male,0,free,little,little,8226,49,radio/TV,bad
30,female,1,rent,little,little,18555,25,car,good
40,male,0,free,little,moderate,13377,9,radio/TV,bad
33,male,2,own,quite rich,nan,2874,41,business,good
47,female,1,own,moderate,little,9096,42,furniture,good
21,male,1,rent,little,moderate,18608,63,car,bad
57,male,1,free,little,little,19725,65,business,bad
33,female,1,free,little,little,8774,30,car,good
48,male,2,rent,quite rich,little,13907,52,car,bad
70,male,1,rent,little,little,14788,18,radio/TV,bad
59,female,0,own,moderate,little,3992,36,education,good
42,female,3,own,moderate,little,10577,49,radio/TV,good
61,male,0,own,nan,little,10834,16,car,bad
29,male,2,own,little,little,19244,56,business,bad
43,female,1,own,moderate,little,6065,42,radio/TV,good
54,male,1,own,little,little,4118,53,education,bad
65,male,2,own,moderate,moderate,499,63,car,good
50,male,0,free,moderate,moderate,14904,12,car,bad
45,female,2,own,moderate,rich,14874,7,education,good
26,male,1,own,rich,little,16934,24,education,good
29,male,1,rent,moderate,nan,13086,15,car,good
22,female,2,rent,little,little,12206,53,radio/TV,bad
71,female,0,own,quite rich,little,14843,16,furniture,bad
69,female,1,own,moderate,nan,13155,55,radio/TV,bad
71,male,2,own,moderate,moderate,4567,24,business,good
45,male,2,own,nan,little,4693,58,car,good
73,female,1,own,quite rich,rich,9132,13,radio/TV,good
52,male,2,rent,rich,rich,4168,32,furniture,good
22,male,3,rent,moderate,rich,17828,14,car,good
51,male,0,rent,little,little,16927,33,furniture,bad
63,male,1,own,nan,rich,18873,43,car,good
51,female,1,own,little,moderate,16158,52,education,bad
30,female,2,own,rich,moderate,19487,6,vacation/others,good
56,male,2,own,nan,little,12352,4,education,good
59,female,2,rent,rich,little,5467,35,domestic appliances,good
62,male,3,free,little,little,4397,42,car,bad
65,male,1,own,rich,moderate,15060,5,car,good
31,female,0,free,moderate,moderate,19491,34,car,good
28,female,1,free,moderate,little,12032,21,education,good
59,male,1,own,quite rich,moderate,13295,10,business,good
55,male,2,own,moderate,moderate,6623,8,car,good
21,male,2,own,little,moderate,9155,32,radio/TV,good
70,male,1,own,moderate,little,7973,71,radio/TV,good
50,female,1,own,little,little,17243,49,vacation/others,bad
24,female,2,own,moderate,rich,18138,59,repairs,good
73,male,1,free,moderate,rich,11064,6,car,good
58,male,1,own,moderate,moderate,11673,16,car,good
25,female,1,own,little,nan,6781,70,vacation/others,good
54,male,1,rent,little,little,19573,53,car,bad
68,female,3,rent,moderate,little,400,7,radio/TV,good
27,male,1,own,moderate,little,10420,45,car,bad
60,female,2,own,moderate,moderate,13908,27,education,good
74,male,1,rent,quite rich,little,7835,22,car,good
32,male,0,rent,moderate,little,1441,43,car,good
55,male,0,free,rich,little,13165,37,car,bad
32,female,1,own,little,little,11436,10,radio/TV,bad
22,female,0,rent,little,little,7427,41,radio/TV,bad
46,male,1,own,little,nan,5245,22,business,good
36,male,1,free,little,rich,3659,48,car,good
71,male,2,own,nan,rich,18524,23,car,good
68,male,1,own,nan,little,360,5,education,good
27,female,0,own,rich,little,17610,40,vacation/others,bad
29,female,2,own,moderate,nan,9876,34,car,good
71,female,1,own,little,nan,8193,45,car,good
21,male,3,own,quite rich,nan,10663,9,furniture,good
48,male,3,own,moderate,moderate,2383,12,education,good
35,female,2,own,nan,little,15133,56,business,good
33,male,2,rent,little,moderate,1956,14,repairs,good
57,female,0,own,little,moderate,18263,19,business,bad
53,female,0,rent,nan,nan,14492,16,car,good
42,female,2,rent,nan,little,16486,41,car,bad
40,female,1,own,rich,little,7997,16,furniture,good
29,male,1,own,moderate,little,12968,18,repairs,good
51,female,2,rent,rich,little,6015,21,radio/TV,good
53,male,2,own,little,moderate,13195,19,vacation/others,good
54,female,0,own,little,rich,13935,44,furniture,bad
20,female,1,own,moderate,little,4514,53,repairs,good
26,female,0,own,rich,little,4662,69,education,bad
70,female,2,own,little,little,19085,44,domestic appliances,bad
35,male,1,free,moderate,moderate,16846,30,repairs,good
60,male,3,rent,moderate,moderate,12505,62,radio/TV,good
52,male,2,rent,moderate,moderate,14129,68,domestic appliances,good
74,male,0,own,little,little,17267,17,vacation/others,bad
72,female,0,free,little,nan,6267,38,education,bad
51,male,1,rent,rich,little,8163,26,car,good
58,male,3,rent,moderate,little,11451,25,car,good
31,female,1,own,quite rich,nan,9826,30,business,good
21,male,2,own,little,rich,2420,53,furniture,bad
46,male,1,rent,little,rich,17679,28,furniture,good
58,male,1,own,little,little,19923,57,radio/TV,bad
62,male,3,free,little,rich,19234,52,repairs,bad
67,female,0,own,little,little,17510,6,education,bad
32,female,2,free,little,little,643,28,car,good
45,male,0,own,moderate,nan,14496,71,car,bad
59,female,2,own,rich,little,14846,60,car,good
33,male,2,own,rich,nan,19205,18,furniture,good
29,male,2,rent,nan,little,2018,70,education,good
69,male,0,rent,moderate,little,482,14,furniture,bad
22,female,0,own,little,little,12825,6,vacation/others,bad
51,female,1,own,little,nan,3819,21,car,good
59,female,1,own,little,little,15521,56,furniture,bad
18,female,2,own,quite rich,moderate,6155,12,car,good
56,female,1,rent,little,moderate,17465,43,furniture,good
49,female,0,own,little,rich,8528,59,furniture,bad
43,male,2,own,little,moderate,7290,17,domestic appliances,good
34,female,2,free,nan,little,10659,64,furniture,bad
65,male,3,own,quite rich,little,8011,16,car,good
44,male,1,rent,little,little,16471,50,vacation/others,bad
41,female,1,own,little,nan,9676,8,car,good
52,male,0,own,little,rich,5909,8,business,good
63,male,0,rent,little,moderate,4127,15,car,bad
59,male,1,own,little,little,12569,38,repairs,bad
71,female,3,own,little,rich,594,29,car,good
56,female,0,rent,moderate,little,1410,4,domestic appliances,good
43,male,1,rent,little,little,733,13,furniture,good
66,female,0,rent,nan,moderate,16121,41,furniture,bad
55,male,1,rent,little,moderate,2078,27,radio/TV,good
40,female,0,own,nan,moderate,6970,50,radio/TV,good
39,male,1,own,quite rich,little,16949,5,furniture,good
21,male,1,rent,rich,little,13462,5,car,bad
66,female,0,own,quite rich,little,10318,33,car,bad
26,female,0,own,moderate,little,13624,28,education,bad
21,female,2,own,moderate,little,2579,65,car,good
24,female,1,own,little,rich,10055,4,radio/TV,bad
40,female,0,own,little,little,4720,66,furniture,bad
19,male,3,own,little,rich,13824,62,furniture,bad
66,male,1,rent,little,little,14524,57,education,bad
41,male,1,own,little,little,2350,58,radio/TV,bad
57,female,2,rent,little,little,1058,45,car,bad
72,female,1,rent,rich,moderate,4861,56,repairs,good
48,male,2,own,rich,little,18972,68,domestic appliances,bad
64,male,3,own,moderate,rich,8436,12,furniture,good
48,male,0,own,little,little,5274,54,car,bad
64,male,2,own,little,little,2146,19,car,good
57,female,0,rent,little,little,7851,56,radio/TV,bad
65,male,1,own,moderate,little,19334,65,car,good
68,female,2,own,nan,moderate,7532,40,furniture,good
60,male,3,own,little,little,1388,64,car,bad
51,female,2,rent,moderate,little,15360,60,business,good
72,female,0,own,moderate,rich,16757,48,furniture,bad
41,female,1,rent,little,moderate,15904,20,furniture,good
66,female,1,rent,nan,little,18260,5,car,bad
43,male,1,own,little,moderate,1834,40,education,good
33,male,3,own,nan,little,1655,57,business,good
74,male,1,own,moderate,nan,11735,45,car,good
64,female,1,own,little,moderate,1494,32,radio/TV,good
30,male,0,own,little,moderate,6142,68,radio/TV,bad
